CookerStat, GenerateAssetRegistry=0.023235, Initialize=0.118937, RunGuid=RunID019F1C4D4EC3A5CE64C2D190FF4EE6C7
SavePackageTransactionId5D1C52C84D07802B008124B3D021E994_0, Filename=D:/Git/RiggingShooter/GameJamRigging/Content/Models/NewFolder/RiggingShooterCharacter2_dot_3_Anim_Armature_Idle.uasset, AutoPackageBackupDelegate=14.691055, FlushAsyncLoading=0.009682, FlushStreamingFunc=0.045639, BlockTillAllRequestsFinished=0.005528, ResetLoadersForSaveUnMarkAllObjects=0.371467, TagPackageExports=0.043701, BeginCacheForCookedPlatformData=0.001661, SerializeImports=0.268571, GatherLocalizableTextData=0.319194, MarkNames=0.006914, SerializeSummary=0.013277, SerializeNames=0.064444, SerializeGatherableTextData=0.001661, BuildExportMap=0.018530, SortExportsNonSeekfree=0.009406, SortExportsSeekfreeConstructor=0.063341, SortExportsSeekfreeInner=0.333294, SortExportsSeekfree=0.002768, BuildDependencyMap=0.010785, SerializeImportMap=0.008851, SerializeExportMap=0.005808, SerializeDependencyMap=0.001382, SerializeStringAssetReferenceMap=0.001382, SaveThumbNailsAssetRegistryDataWorldLevelInfo=7.325061, SerializeExports=0.351276, SerializeBulkData=0.013001, MoveFile=0.658017, UnaccountedTime=0.516403, RunGuid=RunID019F1C4D4EC3A5CE64C2D190FF4EE6C7
SavePackageTransactionId5D1C52C84D07802B008124B3D021E994_20, Filename=D:/Git/RiggingShooter/GameJamRigging/Content/Models/NewFolder/RiggingShooterCharacter2_dot_3_Anim_Cylinder_Idle.uasset, AutoPackageBackupDelegate=13.622292, FlushAsyncLoading=0.009127, FlushStreamingFunc=0.062510, BlockTillAllRequestsFinished=0.007194, ResetLoadersForSaveUnMarkAllObjects=0.363447, TagPackageExports=0.064448, BeginCacheForCookedPlatformData=0.002768, SerializeImports=0.407975, GatherLocalizableTextData=0.524700, MarkNames=0.009682, SerializeSummary=0.013001, SerializeNames=0.074957, SerializeGatherableTextData=0.002488, BuildExportMap=0.023786, SortExportsNonSeekfree=0.014108, SortExportsSeekfreeConstructor=0.011064, SortExportsSeekfreeInner=0.571996, SortExportsSeekfree=0.003874, BuildDependencyMap=0.010233, SerializeImportMap=0.009678, SerializeExportMap=0.005256, SerializeDependencyMap=0.001661, SerializeStringAssetReferenceMap=0.002213, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.261106, SerializeExports=0.456106, SerializeBulkData=0.005532, MoveFile=0.646677, UnaccountedTime=0.559829, RunGuid=RunID019F1C4D4EC3A5CE64C2D190FF4EE6C7
SavePackageTransactionId5D1C52C84D07802B008124B3D021E994_21, Filename=D:/Git/RiggingShooter/GameJamRigging/Content/Models/NewFolder/RiggingShooterCharacter2_dot_3_Anim_Cube_Idle.uasset, AutoPackageBackupDelegate=13.479848, FlushAsyncLoading=0.007465, FlushStreamingFunc=0.073023, BlockTillAllRequestsFinished=0.006363, ResetLoadersForSaveUnMarkAllObjects=0.281017, TagPackageExports=0.037894, BeginCacheForCookedPlatformData=0.001106, SerializeImports=0.282954, GatherLocalizableTextData=0.309508, MarkNames=0.004705, SerializeSummary=0.009678, SerializeNames=0.045363, SerializeGatherableTextData=0.000831, BuildExportMap=0.015765, SortExportsNonSeekfree=0.007745, SortExportsSeekfreeConstructor=0.017978, SortExportsSeekfreeInner=0.333019, SortExportsSeekfree=0.002492, BuildDependencyMap=0.007190, SerializeImportMap=0.005253, SerializeExportMap=0.004705, SerializeDependencyMap=0.000831, SerializeStringAssetReferenceMap=0.001382, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.172041, SerializeExports=0.336617, SerializeBulkData=0.004426, MoveFile=0.587486, UnaccountedTime=0.470210, RunGuid=RunID019F1C4D4EC3A5CE64C2D190FF4EE6C7
SavePackageTransactionId5D1C52C84D07802B008124B3D021E994_22, Filename=D:/Git/RiggingShooter/GameJamRigging/Content/Blueprints/UE4ASP_HeroTPP_AnimBlueprint2.uasset, AutoPackageBackupDelegate=22.899836, FlushAsyncLoading=0.011895, FlushStreamingFunc=0.063341, BlockTillAllRequestsFinished=0.006914, ResetLoadersForSaveUnMarkAllObjects=0.160426, TagPackageExports=45.841717, BeginCacheForCookedPlatformData=0.011615, SerializeImports=57.486912, GatherLocalizableTextData=28.354839, MarkNames=0.949550, SerializeSummary=0.020191, SerializeNames=0.559274, SerializeGatherableTextData=0.614319, BuildExportMap=0.458039, SortExportsNonSeekfree=7.220507, SortExportsSeekfreeConstructor=0.015214, SortExportsSeekfreeInner=38.360657, SortExportsSeekfree=0.009406, BuildDependencyMap=0.260551, SerializeImportMap=0.035129, SerializeExportMap=0.284340, SerializeDependencyMap=0.033744, SerializeStringAssetReferenceMap=0.002213, SaveThumbNailsAssetRegistryDataWorldLevelInfo=12.387298, SerializeExports=59.441051, SerializeBulkData=0.012167, MoveFile=1.180507, UnaccountedTime=0.722464, RunGuid=RunID019F1C4D4EC3A5CE64C2D190FF4EE6C7
SavePackageTransactionId5D1C52C84D07802B008124B3D021E994_23, Filename=D:/Git/RiggingShooter/GameJamRigging/Content/Blueprints/Player2.uasset, AutoPackageBackupDelegate=0.094041, FlushAsyncLoading=0.003599, FlushStreamingFunc=0.024892, BlockTillAllRequestsFinished=0.003595, ResetLoadersForSaveUnMarkAllObjects=0.114512, TagPackageExports=73.384193, BeginCacheForCookedPlatformData=0.007469, SerializeImports=72.262047, GatherLocalizableTextData=43.742912, MarkNames=0.318084, SerializeSummary=0.021853, SerializeNames=0.621509, SerializeGatherableTextData=0.347402, BuildExportMap=0.650551, SortExportsNonSeekfree=9.726458, SortExportsSeekfreeConstructor=0.014935, SortExportsSeekfreeInner=93.818192, SortExportsSeekfree=0.009403, BuildDependencyMap=1.211207, SerializeImportMap=0.047300, SerializeExportMap=0.278253, SerializeDependencyMap=0.054490, SerializeStringAssetReferenceMap=0.002488, SaveThumbNailsAssetRegistryDataWorldLevelInfo=13.250828, SerializeExports=89.065186, SerializeBulkData=0.012722, MoveFile=0.526913, UnaccountedTime=0.857167, RunGuid=RunID019F1C4D4EC3A5CE64C2D190FF4EE6C7
DDCTransactionId963D6AD1411E0F44FEA403A1C4D548D6_1, PutCachedData=, CacheKey=REFL_FULL_0C6693969CB849AE9F4120FF5812F4D2_7A02973B45DC589380667685FA054765, StartTime=2016.05.24-22.25.33, HierarchicalDDC=, DataSize=170213, Duration=2.281353, RunGuid=RunID019F1C4D4EC3A5CE64C2D190FF4EE6C7
SavePackageTransactionId5D1C52C84D07802B008124B3D021E994_24, Filename=D:/Git/RiggingShooter/GameJamRigging/Content/Maps/ChrisTest.umap, AutoPackageBackupDelegate=13.806507, FlushAsyncLoading=0.007745, FlushStreamingFunc=0.048678, BlockTillAllRequestsFinished=0.005808, ResetLoadersForSaveUnMarkAllObjects=89.036697, TagPackageExports=4.621621, BeginCacheForCookedPlatformData=0.002213, SerializeImports=30.254494, GatherLocalizableTextData=26.746716, MarkNames=0.164852, SerializeSummary=0.030424, SerializeNames=0.673786, SerializeGatherableTextData=0.068594, BuildExportMap=0.421531, SortExportsNonSeekfree=0.987720, SortExportsSeekfreeConstructor=0.064168, SortExportsSeekfreeInner=39.392357, SortExportsSeekfree=0.008296, BuildDependencyMap=0.139683, SerializeImportMap=0.028491, SerializeExportMap=0.056978, SerializeDependencyMap=0.015210, SerializeStringAssetReferenceMap=0.002768, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.464017, SerializeExports=10.888432, SerializeBulkData=0.012998, MoveFile=0.726339, UnaccountedTime=0.623442, RunGuid=RunID019F1C4D4EC3A5CE64C2D190FF4EE6C7
SavePackageTransactionId5D1C52C84D07802B008124B3D021E994_25, Filename=D:/Git/RiggingShooter/GameJamRigging/Content/Models/NewFolder/NewAnimBlueprint.uasset, AutoPackageBackupDelegate=14.288611, FlushAsyncLoading=0.007469, FlushStreamingFunc=0.031531, BlockTillAllRequestsFinished=0.004426, ResetLoadersForSaveUnMarkAllObjects=0.123084, TagPackageExports=5.526364, BeginCacheForCookedPlatformData=0.002768, SerializeImports=6.313275, GatherLocalizableTextData=4.379049, MarkNames=0.040106, SerializeSummary=0.014383, SerializeNames=0.303976, SerializeGatherableTextData=0.157658, BuildExportMap=0.169002, SortExportsNonSeekfree=0.642531, SortExportsSeekfreeConstructor=0.011615, SortExportsSeekfreeInner=7.207505, SortExportsSeekfree=0.004150, BuildDependencyMap=0.052001, SerializeImportMap=0.018254, SerializeExportMap=0.032641, SerializeDependencyMap=0.006087, SerializeStringAssetReferenceMap=0.001658, SaveThumbNailsAssetRegistryDataWorldLevelInfo=7.894292, SerializeExports=9.413350, SerializeBulkData=0.009682, MoveFile=0.736572, UnaccountedTime=0.582509, RunGuid=RunID019F1C4D4EC3A5CE64C2D190FF4EE6C7
SavePackageTransactionId5D1C52C84D07802B008124B3D021E994_26, Filename=D:/Git/RiggingShooter/GameJamRigging/Content/Models/NewFolder/RiggingShooterCharacter2_dot_3_Anim_Armature_InAir.uasset, AutoPackageBackupDelegate=13.593529, FlushAsyncLoading=0.006087, FlushStreamingFunc=0.031255, BlockTillAllRequestsFinished=0.004426, ResetLoadersForSaveUnMarkAllObjects=0.183105, TagPackageExports=0.086576, BeginCacheForCookedPlatformData=0.003040, SerializeImports=0.526085, GatherLocalizableTextData=0.424847, MarkNames=0.087406, SerializeSummary=0.019360, SerializeNames=0.078276, SerializeGatherableTextData=0.001382, BuildExportMap=0.016045, SortExportsNonSeekfree=0.008296, SortExportsSeekfreeConstructor=0.007745, SortExportsSeekfreeInner=0.346851, SortExportsSeekfree=0.002488, BuildDependencyMap=0.007469, SerializeImportMap=0.005808, SerializeExportMap=0.005256, SerializeDependencyMap=0.001106, SerializeStringAssetReferenceMap=0.001106, SaveThumbNailsAssetRegistryDataWorldLevelInfo=10.868237, SerializeExports=0.366766, SerializeBulkData=0.005256, MoveFile=0.994634, UnaccountedTime=0.619296, RunGuid=RunID019F1C4D4EC3A5CE64C2D190FF4EE6C7
SavePackageTransactionId5D1C52C84D07802B008124B3D021E994_27, Filename=D:/Git/RiggingShooter/GameJamRigging/Content/Models/NewFolder/RiggingCharacterAnimBP.uasset, AutoPackageBackupDelegate=0.092104, FlushAsyncLoading=0.003595, FlushStreamingFunc=0.061128, BlockTillAllRequestsFinished=0.005808, ResetLoadersForSaveUnMarkAllObjects=0.128895, TagPackageExports=5.664382, BeginCacheForCookedPlatformData=0.004705, SerializeImports=6.439127, GatherLocalizableTextData=4.366323, MarkNames=0.045087, SerializeSummary=0.014380, SerializeNames=0.319190, SerializeGatherableTextData=0.141066, BuildExportMap=0.167340, SortExportsNonSeekfree=0.672400, SortExportsSeekfreeConstructor=0.073023, SortExportsSeekfreeInner=7.487696, SortExportsSeekfree=0.005811, BuildDependencyMap=0.055041, SerializeImportMap=0.017703, SerializeExportMap=0.033192, SerializeDependencyMap=0.011891, SerializeStringAssetReferenceMap=0.001937, SaveThumbNailsAssetRegistryDataWorldLevelInfo=9.939157, SerializeExports=13.573893, SerializeBulkData=0.008572, MoveFile=0.599105, UnaccountedTime=1.000997, RunGuid=RunID019F1C4D4EC3A5CE64C2D190FF4EE6C7
SavePackageTransactionId5D1C52C84D07802B008124B3D021E994_28, Filename=D:/Git/RiggingShooter/GameJamRigging/Content/Blueprints/Player.uasset, AutoPackageBackupDelegate=26.642441, FlushAsyncLoading=0.010788, FlushStreamingFunc=0.051722, BlockTillAllRequestsFinished=0.006914, ResetLoadersForSaveUnMarkAllObjects=0.544339, TagPackageExports=73.763405, BeginCacheForCookedPlatformData=0.010509, SerializeImports=77.019760, GatherLocalizableTextData=53.238689, MarkNames=0.309508, SerializeSummary=0.019640, SerializeNames=0.626210, SerializeGatherableTextData=0.316702, BuildExportMap=0.618741, SortExportsNonSeekfree=9.502694, SortExportsSeekfreeConstructor=0.070255, SortExportsSeekfreeInner=92.707657, SortExportsSeekfree=0.010509, BuildDependencyMap=1.383252, SerializeImportMap=0.049509, SerializeExportMap=0.281300, SerializeDependencyMap=0.056427, SerializeStringAssetReferenceMap=0.004146, SaveThumbNailsAssetRegistryDataWorldLevelInfo=15.434269, SerializeExports=112.608658, SerializeBulkData=0.012722, MoveFile=0.860207, UnaccountedTime=0.372298, RunGuid=RunID019F1C4D4EC3A5CE64C2D190FF4EE6C7
